filepath,formula,spacegroup_number,spacegroup_symbol,num_atoms,endpoint,gcnn_probability,nequip_probability,gcnn_ferroelectric,nequip_ferroelectric,consensus_ferroelectric,avg_probability
/home/ubuntu/ai_wh/wh-ai/new_data/database/V3H5O8/mp_626080_mp_626121_cost_0.1115/1_normalized.vasp,V3H5O8,8,Cm,16,1,0.9999929666519165,0.9999977350234985,True,True,True,0.9999953508377075
/home/ubuntu/ai_wh/wh-ai/new_data/database/Rb4MgV2(AgS4)2/mp_2229414_mp_2224758_cost_0.4247/1_normalized.vasp,Rb4MgV2(AgS4)2,1,P1,17,1,0.9999927282333374,0.9999979734420776,True,True,True,0.9999953508377075
/home/ubuntu/ai_wh/wh-ai/new_data/database/K5Sb4/mp_685149_mp_1223714_cost_0.2849/1_normalized.vasp,K5Sb4,2,P-1,9,1,0.9999949932098389,0.9999955892562866,True,True,True,0.9999952912330627
/home/ubuntu/ai_wh/wh-ai/new_data/database/MgTi2(GeO3)2/mp_2217298_mp_2217958_cost_0.1691/1_normalized.vasp,MgTi2(GeO3)2,1,P1,11,1,0.999992847442627,0.999997615814209,True,True,True,0.999995231628418
/home/ubuntu/ai_wh/wh-ai/new_data/database/MgTi2Tl2W2(O5F)2/mp_2230484_mp_2230838_cost_0.3912/1_normalized.vasp,MgTi2Tl2W2(O5F)2,8,Cm,19,1,0.9999932050704956,0.9999972581863403,True,True,True,0.999995231628418
/home/ubuntu/ai_wh/wh-ai/new_data/database/Rb4N2O7/mp_676368_mp_1173344_cost_0.0602/1_normalized.vasp,Rb4N2O7,1,P1,13,1,0.9999923706054688,0.9999979734420776,True,True,True,0.9999951720237732
/home/ubuntu/ai_wh/wh-ai/new_data/database/Hf5N5O2/mp_761034_mp_761032_cost_0.3985/1_normalized.vasp,Hf5N5O2,8,Cm,12,1,0.999991774559021,0.9999984502792358,True,True,True,0.9999951124191284
/home/ubuntu/ai_wh/wh-ai/new_data/database/RbSb3S5O/mp_1105975_mp_1179756_cost_0.2328/1_normalized.vasp,RbSb3S5O,2,P-1,20,1,0.9999929666519165,0.9999972581863403,True,True,True,0.9999951124191284
/home/ubuntu/ai_wh/wh-ai/new_data/database/Cs4Li(Pb2O3)2/mp_1235527_mp_1236465_cost_0.2814/1_normalized.vasp,Cs4Li(Pb2O3)2,5,C2,15,1,0.9999936819076538,0.9999964237213135,True,True,True,0.9999950528144836
/home/ubuntu/ai_wh/wh-ai/new_data/database/MgTi3(SnO4)3/mp_2230911_mp_2228405_cost_0.2896/1_normalized.vasp,MgTi3(SnO4)3,1,P1,19,1,0.9999932050704956,0.9999969005584717,True,True,True,0.9999950528144836
/home/ubuntu/ai_wh/wh-ai/new_data/database/Mg(TiS2)2/mp_2225410_mp_2225368_cost_0.4360/1_normalized.vasp,Mg(TiS2)2,8,Cm,7,1,0.9999932050704956,0.9999969005584717,True,True,True,0.9999950528144836
/home/ubuntu/ai_wh/wh-ai/new_data/database/Rb3MgNbO8/mp_2218974_mp_2219743_cost_0.1791/1_normalized.vasp,Rb3MgNbO8,5,C2,13,1,0.9999922513961792,0.9999977350234985,True,True,True,0.9999949932098389
/home/ubuntu/ai_wh/wh-ai/new_data/database/K4TiO4/mp_756510_mp_754377_cost_0.3104/1_normalized.vasp,K4TiO4,2,P-1,18,1,0.9999935626983643,0.9999964237213135,True,True,True,0.9999949932098389
/home/ubuntu/ai_wh/wh-ai/new_data/database/CsLiMg6O7/mp_1099243_mp_1031048_cost_0.3234/1_normalized.vasp,CsLiMg6O7,99,P4mm,15,1,0.9999924898147583,0.9999973773956299,True,True,True,0.9999949336051941
/home/ubuntu/ai_wh/wh-ai/new_data/database/Rb2Li(SbO2)2/mp_1235508_mp_1235800_cost_0.2929/1_normalized.vasp,Rb2Li(SbO2)2,1,P1,9,1,0.999991774559021,0.9999980926513672,True,True,True,0.9999949336051941
