filepath,formula,spacegroup_number,spacegroup_symbol,num_atoms,probability,is_ferroelectric
/home/ubuntu/ai_wh/wh-ai/new_data/database/SrO/mp_754824_mp_754282_cost_0.2359/4_normalized.vasp,SrO,9,Cc,4,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/NaVS2/mp_10224_mp_10225_cost_0.0626/3_normalized.vasp,NaVS2,8,Cm,4,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Li4VCr3O8/mp_776618_mp_1177300_cost_0.3177/2_normalized.vasp,Li4VCr3O8,1,P1,16,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Li5SbS4/mp_776970_mp_756427_cost_0.3838/3_normalized.vasp,Li5SbS4,1,P1,20,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Rb4SnO3/mp_2748904_mp_756570_cost_0.0194/5_normalized.vasp,Rb4SnO3,9,Cc,16,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/CsMg6BO7/mp_1099221_mp_1099225_cost_0.1921/2_normalized.vasp,CsMg6BO7,8,Cm,15,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/InS2/mp_1147607_mp_1147622_cost_0.4927/2_normalized.vasp,InS2,1,P1,6,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/RbHO/mp_626721_mp_756182_cost_0.1783/4_normalized.vasp,RbHO,4,P2_1,12,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/SrMg6C/mp_1016428_mp_1016514_cost_0.2978/2_normalized.vasp,SrMg6C,1,P1,16,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Mg2NbN3/mp_1246788_mp_1029408_cost_0.2767/4_normalized.vasp,Mg2NbN3,1,P1,12,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/Li5FeS4/mp_757165_mp_756173_cost_0.4762/3_normalized.vasp,Li5FeS4,1,P1,20,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/K2NaMo(OF)3/mp_1224007_mp_690372_cost_0.3032/2_normalized.vasp,K2NaMo(OF)3,3,P2,20,0.9999951124191284,True
/home/ubuntu/ai_wh/wh-ai/new_data/database/LiVF6/mp_757163_mp_753599_cost_0.2605/2_normalized.vasp,LiVF6,1,P1,16,0.9999951124191284,True
